,用户的id,用户的姓名,保密,女,男,"用户的签名（0,1）",用户的等级,有没有佩戴粉丝牌,vip,关注数,粉丝数,收藏夹总视频数,收藏夹id,视频数量,视频的时长,视频的bv_id,视频的id,视频的收藏数,视频的播放数,视频的弹幕数,点赞数,投币数,分享数,视频的up主的粉丝数,这个视频的第几个tag,标签的id,标签的名字,标签的订阅数,这个标签下的视频投稿数,这个标签下的精选视频数,大Tag
13278,15958.0,开开心心葵熊,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,-0.287252814,-0.082753354,-0.415855672,59388458.0,300.0,706.0,BV1oV411p7Rb,418909633.0,3.717902107,1.017466812,0.636480351,1.145320689,1.246104622,3.716967751,0.808465276,1.0,4344.0,健身,0.263957491,-0.044907515,-0.230282402,运动
13316,15977.0,御坂瞄瞄,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.628001198,-0.082327381,-0.501391725,62394377.0,47.0,131458.0,BV1Dx411X7VJ,57544874.0,-0.20001101,-0.151064208,-0.102559141,-0.29429409,-0.231372814,-0.199962054,-0.15507706,1.0,8859.0,考试,-0.252972541,-0.14539284,-0.208038672,知识
13333,15993.0,桜井奏様,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.557770615,-0.082683522,-0.507201721,61911093.0,29.0,226.0,BV1vT4y1F7oo,927606430.0,1.023030724,1.066694442,0.167413513,1.336522047,2.11787559,1.02407851,1.175680572,2.0,386.0,翻唱,-0.095295973,0.078347883,-0.161556259,音乐
13345,16015.0,Mummy,1.0,0.0,0.0,1.0,-5.437075136,0.0,0.0,-0.867305407,-0.082746371,-0.515916715,62028815.0,2.0,4512.0,BV1Qq4y1Q7fs,589823905.0,-0.305651984,-0.299167506,-0.161820356,-0.309442815,-0.240148642,-0.305646829,-0.215606381,0.0,90439.0,游戏攻略,-0.676404096,-0.419623727,-0.359754874,游戏
13347,16048.0,sheep111,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.867305407,-0.082753354,-0.502682835,62294748.0,43.0,23008.0,BV1Vy4y177YB,801902378.0,-0.12209474,-0.23550444,-0.12927442,-0.277950358,-0.213704922,-0.122068564,-0.192624824,0.0,32613.0,面试,-0.550135954,-0.477538914,-0.375215762,知识
13351,16055.0,bibi猪,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,0.050894438,-0.082704472,-0.438450101,1191384555.0,9.0,68636.0,BV16S4y1d7rb,721643683.0,0.615778563,-0.157718601,-0.070424435,-0.073587972,0.070331471,0.617919595,-0.163140496,0.0,109540.0,日语学习,-0.259825674,-0.480261423,-0.385240403,知识
13471,16160.0,飞翔之樱,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.26418732,-0.082453078,-0.168930841,1224019560.0,192.0,32.0,BV1v44y1Y7va,976932416.0,-0.30840053,-0.303570632,-0.162863118,-0.311199477,-0.241829595,-0.308395357,-0.214917852,1.0,337310.0,AE教程,-0.527340126,-0.501546492,-0.395314917,知识
13603,16161.0,沐雨寻花,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.81268162,-0.080672372,-0.371957924,61953361.0,448.0,128.0,BV1av41167zs,243506579.0,0.335855296,1.622938132,-0.084626565,1.029803201,0.164214498,0.334164737,0.563655078,1.0,9222.0,英雄联盟,1.757019859,0.305553618,0.334139772,游戏
13617,16197.0,赤色的char,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,0.480081335,-0.082739387,-0.320636293,48453197.0,13.0,200.0,BV1ks411x7gW,7049564.0,0.358489071,0.470302193,0.929320344,-0.145288482,0.338568692,0.35642002,0.747262726,1.0,2894.0,阴阳师,-0.26482092,-0.341413474,-0.378357814,游戏
13631,16216.0,rainbow_end,0.0,0.0,1.0,1.0,0.836650855,0.0,1.0,-0.633203464,-0.082669556,-0.07790757,55322316.0,1359.0,219.0,BV1Jt411E7b6,60537968.0,-0.311221406,-0.30477372,-0.162892492,-0.31256577,-0.242603012,-0.311216214,-0.216662125,0.0,43766.0,圣歌,-0.688564394,-0.510636454,-0.396511889,游戏
13641,16450.0,神威鬼鸣,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,2.735263391,1.550593923,6.348916373,62100150.0,28.0,234.0,BV1Zx411c7C4,110573.0,-0.307104151,-0.280536099,-0.044091013,-0.31252992,-0.242535953,-0.307098987,-0.216034799,0.0,8099.0,SNL,-0.6259247,-0.508971516,-0.393070595,综艺
14426,16513.0,埃及人,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.815282753,-0.082746371,-0.510752274,62079713.0,18.0,6355.0,BV1W341147Xx,422143608.0,-0.301406761,-0.297095136,-0.107435157,-0.302738817,-0.235351666,-0.301401634,-0.210251158,0.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
14445,16558.0,中间层,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.560371748,-0.081866492,-0.494613396,62525158.0,68.0,495.0,BV1Ds411X7yi,3799782.0,-0.015552421,-0.022773856,-0.083378187,-0.264789331,-0.223124519,-0.01635597,0.165838508,1.0,4344.0,健身,0.263952948,-0.044907515,-0.230282402,运动
14458,16587.0,空幻圣灵,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.859502009,-0.082732404,-0.507524498,62067187.0,28.0,100483.0,BV1zx411g7gq,15463995.0,0.112126996,-0.089707705,0.200429427,-0.248855884,-0.2048978,0.111611907,-0.033069778,0.0,31864.0,公开课,0.507522318,0.18254572,-0.049838872,知识
14463,16595.0,步兵无马,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.797074824,-0.082746371,-0.476537853,62014095.0,113.0,108973.0,BV1xs411Q799,4050443.0,4.4060067,3.101726961,4.258566948,0.615533591,0.240215044,4.406881524,1.267484396,0.0,28784.0,编程,-0.027571696,-0.395121148,-0.361251089,知识
14478,16618.0,小生怕怕,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.700832914,-0.082739387,-0.5046195,62247418.0,37.0,2725.0,BV1cW411V7sA,22618324.0,-0.216602435,0.135859212,0.159732319,-0.145288482,0.164214498,-0.216653517,-0.166506636,0.0,50331.0,战神4,-0.687389398,-0.509393257,-0.393369838,游戏
14504,16647.0,魂总司令,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.817883886,-0.082753354,-0.51527116,62201247.0,3.0,10229.0,BV17x411P7FV,1608570.0,-0.250681066,-0.174007868,0.336091346,-0.31164163,-0.23667497,-0.250036441,-0.2016522,1.0,4346.0,脱口秀,-0.43799956,-0.470608892,-0.359754874,综艺
14508,16650.0,北斗没气爆,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,-0.425112847,-0.082557825,-0.426507331,62583950.0,275.0,15534.0,BV1Sv411W7uz,246238067.0,-0.308339328,-0.298322417,-0.15034997,-0.309602149,-0.242097832,-0.308334155,-0.21629491,1.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
14535,16664.0,喵咩咩,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,-0.758057834,-0.082690505,-0.469759524,736903964.0,17.0,5439.0,BV1Ls411p7EZ,26335107.0,0.040620291,0.227471422,0.252875969,-0.11740495,-0.095081482,0.039282238,0.119936596,1.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
14620,16744.0,咩咩咩战士,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.487540032,-0.082746371,-0.131165867,786529544.0,16.0,26822.0,BV1Lx411u76K,15717419.0,-0.199293272,-0.236655689,-0.001234947,-0.284275936,-0.230800575,-0.199962054,-0.158473801,0.0,2739.0,演讲,0.020615247,-0.457243848,-0.361201215,知识
14663,16765.0,小太,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.797074824,0.986857341,-0.347749608,80022765.0,19.0,50.0,BV1Ux411V7N6,16601766.0,-0.307070768,-0.301003243,-0.162833745,-0.312139551,-0.242468894,-0.307065604,-0.214443533,0.0,337310.0,AE教程,-0.527338612,-0.501546492,-0.395314917,知识
14764,16794.0,雷撃不動水野愛,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.484938899,-0.082460061,-0.47686063,62531894.0,120.0,185.0,BV1Yh411z7Rd,206995283.0,-0.136137918,-0.06576303,-0.129538782,0.097696578,-0.005669075,-0.138760026,-0.068444851,2.0,4610466.0,明日方舟,-0.097040297,-0.122375266,-0.255468688,游戏
14782,16797.0,天小萌,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,1.913305456,-0.082571792,-0.382286806,714658597.0,22.0,245610.0,BV1es41127PE,3060477.0,4.729556178,2.74963143,36.81848506,0.846568566,1.281869585,4.729583127,1.282785033,0.0,109540.0,日语学习,-0.259821131,-0.480261423,-0.385240403,知识
14832,16888.0,屎壳郎,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,0.578924377,-0.082592741,-0.479765628,62389688.0,114.0,467.0,BV1T64y1R7LU,758392434.0,-0.170917596,-0.138043488,0.702512178,-0.013837548,0.119508295,-0.172142951,0.15053787,0.0,526392.0,PS5,-0.648155742,-0.499071484,-0.379006173,游戏
14841,16894.0,照影行,0.0,1.0,0.0,0.0,0.836650855,0.0,0.0,-0.833490682,-0.08144052,-0.495904506,62531994.0,64.0,4656.0,BV1xD4y1o7TS,712130697.0,0.177196317,0.030869096,1.669696334,0.420348871,0.597864672,0.178377756,0.60955699,1.0,11687.0,综艺,0.010337062,0.876785465,0.188607926,综艺
14861,16903.0,铃仙优昙华院因幡,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,1.895097527,-0.082550842,-0.423279556,1014332003.0,22.0,788.0,BV1qp4y1i7bP,968923519.0,-0.241511828,-0.255995775,-0.151054936,-0.275373123,-0.22197557,-0.2389088,-0.189304586,0.0,32613.0,面试,-0.55013444,-0.477538914,-0.375116014,知识
14979,16906.0,奥丁之子柯丶震东,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.815282753,-0.082739387,-0.506233388,62789106.0,32.0,1238.0,BV1n441127jG,66583807.0,6.855100214,2.57861273,1.776998053,3.89782358,4.916483928,6.854962652,4.924336719,0.0,105286.0,国家宝藏,-0.434871285,-0.505754005,-0.377609706,综艺
15002,16922.0,eleco,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,-0.354882264,-0.082739387,-0.426184554,413689622.0,3.0,17090.0,BV1cJ41187vS,81661979.0,-0.014890322,-0.246751428,-0.148000083,-0.264789331,-0.224510412,-0.01635597,-0.187208398,0.0,360005.0,英语学习,0.189325571,-0.399328661,-0.35202443,知识
15152,16931.0,追復曲,1.0,0.0,0.0,1.0,0.836650855,0.0,1.0,0.128928419,-0.082753354,-0.285453539,62153631.0,699.0,442.0,BV1AK4y1T7o1,887140413.0,0.996457737,1.004058819,0.07272775,2.192944799,2.278817923,0.996259406,1.695902241,0.0,4344.0,健身,0.263957491,-0.044907515,-0.230282402,运动
15177,16934.0,cat0714,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,-0.107774657,-0.082746371,-0.455880089,62577334.0,187.0,26348.0,BV1Db411V7Mr,50007167.0,-0.284181056,-0.271334443,-0.145283026,-0.305367836,-0.239111458,-0.284176045,-0.172351479,0.0,11687.0,综艺,0.010337062,0.876785465,0.188607926,综艺
15186,16955.0,强强与大雁,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.284651681,-0.082683522,-0.437158991,62355455.0,246.0,1191.0,BV1zL4y1Y7jv,847712177.0,0.263786641,0.116320712,-0.004436668,0.786818141,0.495040404,0.261835068,0.058734046,1.0,7945544.0,原神,-0.103009154,-0.082280136,0.332244566,游戏
15203,17010.0,百年仲夏,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.859502009,-0.082753354,-0.44522843,48747210.0,178.0,223.0,BV1gL411t7y3,462839938.0,0.00286395,0.001571307,-0.113016138,0.225164151,-0.041434038,0.000335492,-0.002468503,0.0,25483.0,GMV,-0.630165889,-0.418138722,-0.31651426,游戏
15224,17053.0,NO_APM,0.0,0.0,1.0,0.0,-0.731780643,1.0,1.0,-0.830889549,-0.082753354,-0.511075051,62205053.0,17.0,21970.0,BV16A411c77W,335172126.0,-0.248522289,-0.240592053,-0.072348405,-0.240889161,-0.126375824,-0.250036441,-0.195072926,1.0,18902.0,跑团,-0.643268002,-0.500308988,-0.383694314,游戏
15248,17158.0,星辰鼓动し,0.0,0.0,1.0,0.0,-0.731780643,1.0,1.0,-0.583781942,-0.082662573,-0.327737399,62525758.0,585.0,557.0,BV1DW41177qb,19890843.0,-0.210254073,-0.129249028,-0.091044694,-0.286275583,-0.22831491,-0.211089696,-0.144412516,2.0,11687.0,综艺,0.010326462,0.876785465,0.188558052,综艺
15263,17160.0,ChrisSabian,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.318466406,-0.082641623,1.915566624,323184760.0,238.0,1238.0,BV1n441127jG,66583807.0,6.85492217,2.578489534,1.776983366,3.893840218,4.916483928,6.854962652,4.924336719,0.0,105286.0,国家宝藏,-0.434874313,-0.505754005,-0.37765958,综艺
15602,17168.0,贝伦卡,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,1.380073251,-0.082341347,-0.338066281,62408068.0,507.0,84614.0,BV1xx41177ET,16229388.0,0.36368015,0.821487377,0.799621263,-0.097488142,-0.121905204,0.361983841,0.349446156,2.0,11687.0,综艺,0.010326462,0.876785465,0.188558052,综艺
15654,17184.0,冰火混合物,0.0,1.0,0.0,1.0,0.836650855,1.0,1.0,-0.347078866,-0.078360946,-0.442646209,314570084.0,21.0,423.0,BV1dW411n7La,18920822.0,1.2680686,0.619848262,0.357695621,0.715117632,1.921168295,1.268886623,0.946171012,1.0,994090.0,FGO,-0.300461451,-0.406506184,-0.356463201,游戏
15688,17294.0,魔法师可比法师强,1.0,0.0,0.0,1.0,0.836650855,0.0,1.0,-0.539562686,-0.082662573,-0.499132282,842850194.0,1.0,288.0,BV1R7411L7j4,90027853.0,0.325495392,-0.047610785,-0.131271824,-0.017820909,-0.005669075,0.323037096,-0.125883444,0.0,1011490.0,马甲线,-0.591954298,-0.505259004,-0.388532076,运动
15698,17307.0,病弱マスター,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.877709938,-0.082606707,-0.514948382,61926207.0,5.0,255817.0,BV1hs411D712,2262110.0,-0.1806154,-0.1182033,0.710913025,-0.311701381,-0.237479681,-0.183270592,-0.203595381,1.0,11687.0,综艺,0.010332519,0.876785465,0.188558052,综艺
15699,17413.0,吉岡平正義,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.864704274,-0.082753354,-0.506556166,50706013.0,31.0,5178.0,BV1ax411u73m,15215067.0,-0.258008667,-0.244058404,-0.076989432,-0.307638352,-0.236205555,-0.258003832,-0.176773364,0.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
15718,17478.0,F4U海盗,0.0,0.0,1.0,0.0,-0.731780643,1.0,1.0,-0.781468028,-0.082753354,-0.511720607,47207578.0,15.0,1891.0,BV1zb41157Kt,49669476.0,-0.286428855,-0.28787559,-0.161996598,-0.310562139,-0.242451011,-0.286423829,-0.18844775,0.0,4344.0,健身,0.263952948,-0.044907515,-0.230282402,运动
15724,17574.0,机智型voice,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.375691326,-0.082075987,-0.306756858,782895574.0,18.0,5554.0,BV1jJ411B7bj,78036347.0,0.805439359,-0.001597423,-0.073831771,-0.073587972,-0.144258306,0.807089501,0.012832134,1.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
15873,17581.0,AkiClock,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.86990654,-0.082753354,-0.513980049,62206981.0,8.0,1001.0,BV1ug4y1q7sM,838468487.0,0.461971268,0.323056385,0.155855006,0.006079261,-0.144258306,0.462132614,0.257642332,1.0,4344.0,健身,0.263952948,-0.044907515,-0.230282402,运动
15883,17595.0,燃烧之红,1.0,0.0,0.0,1.0,0.836650855,0.0,0.0,-0.237831292,-0.077250623,-0.108894215,62015095.0,650.0,2033.0,BV1N7411r7dY,85309371.0,0.064205486,0.023612752,0.396762494,0.093713217,0.074802091,0.061537521,0.349446156,2.0,11687.0,综艺,0.010335547,0.876785465,0.188607926,综艺
15924,17602.0,zeldaGundam,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.768462364,-0.082753354,-0.494290619,1103484602.0,2.0,136.0,BV17K411g7Uu,500800472.0,-0.310286678,-0.302839386,-0.162892492,-0.311968266,-0.242218539,-0.310281492,-0.216080701,0.0,11109.0,FIFA,-0.683658484,-0.498081481,-0.395215169,运动
15939,17603.0,水妖君,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.6201978,-0.082732404,-0.507524498,62005003.0,28.0,81906.0,BV1wD4y1o7AS,712020469.0,6.784995601,1.854784976,1.938170935,1.483906428,1.800461546,6.782632982,1.114478023,2.0,28784.0,编程,-0.027571696,-0.395121148,-0.361251089,知识
15956,17650.0,黑鱼店长,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.391298122,-0.082732404,-0.41876067,61454650.0,303.0,272.0,BV16M4y1K7Eq,931750239.0,4.181900057,0.391440934,0.264228861,1.161254135,0.852690032,4.184328694,0.028132772,1.0,28784.0,编程,-0.027571696,-0.395121148,-0.361251089,知识
15972,17662.0,木履承玉脂,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.599388738,-0.082669556,-0.374862922,56678862.0,65.0,550.0,BV1yE411b7ic,73961888.0,-0.271195011,-0.246069176,-0.124662766,-0.278257076,-0.232629058,-0.271190088,-0.063671052,0.0,81265.0,日本综艺,-0.462526084,-0.482983932,-0.371475225,综艺
16084,17671.0,AOIEU,1.0,0.0,0.0,1.0,-3.868643638,0.0,0.0,-0.518753625,-0.082753354,-0.514302827,61976971.0,7.0,1000.0,BV1mJ411D7p9,77363291.0,-0.289895138,-0.225481886,-0.141567267,-0.256822607,-0.234497778,-0.289890089,-0.208659892,0.0,47988.0,我的世界,0.244792643,-0.078072623,-0.132479814,游戏
16088,17692.0,影踪大萌神,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.521354757,-0.082725421,-0.450392871,62589992.0,202.0,81906.0,BV1wD4y1o7AS,712020469.0,6.785017857,1.854796564,1.938185621,1.483906428,1.800461546,6.782632982,1.114478023,2.0,28784.0,编程,-0.027571696,-0.395121148,-0.361251089,知识
16093,17694.0,叩空,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,-0.201415434,-0.082753354,-0.429735107,851045394.0,10.0,6248.0,BV1K64y1r7pp,761128481.0,2.021665367,0.347879693,0.057659099,0.611550229,1.013632364,2.020002423,0.074034684,0.0,14379.0,PR,-0.36378555,-0.494368969,-0.390576903,知识
16151,17713.0,白菜の赏戏元宋,1.0,0.0,0.0,1.0,-0.731780643,1.0,0.0,-0.607192137,-0.082669556,-0.479442851,53697313.0,93.0,16027.0,BV1bx411h7mT,11437688.0,-0.301935327,-0.294574505,-0.133239854,-0.309996502,-0.239638991,-0.301930197,-0.209379022,1.0,263089.0,游戏集锦,-0.315073191,-0.32161341,-0.181805036,游戏
16175,17748.0,香菇火腿蒸鳕鱼,1.0,0.0,0.0,1.0,0.836650855,0.0,0.0,-0.500545696,-0.082641623,-0.482670626,62296148.0,105.0,120938.0,BV1P44y1a7SX,977161632.0,1.415138062,-0.09456702,-0.127365137,0.117613386,0.267038766,1.413545962,-0.13226381,1.0,337310.0,AE教程,-0.527338612,-0.501546492,-0.395314917,知识
16192,17756.0,懒鬼,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.734647639,-0.082732404,-0.448456205,62660356.0,207.0,10279.0,BV1Yq4y1U7fv,590189663.0,0.302716957,0.178223869,-0.082996331,-0.037737717,0.030095888,0.300781813,-0.002468503,1.0,7945544.0,原神,-0.103013697,-0.082280136,0.332045071,游戏
16202,17782.0,Lam,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,1.567354806,-0.082592741,-0.179259723,62368182.0,130.0,12028.0,BV1Ps411h7P8,7902238.0,-0.229827726,-0.242370258,0.070348489,-0.295019062,-0.231466697,-0.227781158,-0.17620724,0.0,11687.0,综艺,0.010337062,0.876785465,0.188607926,综艺
16463,17808.0,中河,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.776265762,-0.082746371,-0.513657272,62685008.0,9.0,101999.0,BV1vs411U7Qh,2442953.0,-0.24683644,-0.247766267,0.003141718,-0.29987478,-0.221626862,-0.24447262,-0.205676267,0.0,5401.0,合金装备,-0.686530864,-0.508229013,-0.395015674,游戏
16466,17851.0,shani,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,-0.526557023,-0.082662573,-0.402621792,57837551.0,291.0,116310.0,BV1FT4y1Z7yi,933703082.0,2.227494735,0.083371168,-0.110020032,0.049896239,-0.005669075,2.225863791,-0.048370415,2.0,28784.0,编程,-0.027574724,-0.395121148,-0.361251089,知识
16477,17865.0,酱油众,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,0.253782789,-0.082753354,-0.492031176,500908865.0,64.0,280.0,BV1TJ411j7F6,82289416.0,0.217122563,0.575715971,0.186565093,0.161430364,0.034566508,0.217324502,0.334145518,2.0,11687.0,综艺,0.010337062,0.876785465,0.188607926,综艺
16510,17868.0,莲双月,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.115922756,-0.082704472,-0.244138012,62408668.0,440.0,847.0,BV1ap4y1r75F,970407763.0,-0.261280216,-0.192093026,-0.030182618,-0.149271843,-0.162140787,-0.261275359,-0.148145871,0.0,2739.0,演讲,0.020615247,-0.457243848,-0.361201215,知识
16720,17869.0,羊毛,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.810080488,-0.082753354,-0.515593937,62040969.0,3.0,25660.0,BV1YW411Z7Cg,31146213.0,-0.273492884,-0.253724788,-0.126645484,-0.302814501,-0.23732768,-0.273487946,-0.20070356,0.0,5783.0,相声,-0.511683609,-0.370371068,-0.323097606,相声
16721,17898.0,白羽淫物独角兽,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.617596667,-0.082732404,-0.146981967,281703298.0,119.0,377.0,BV16i4y1V7wW,542903620.0,0.713619008,3.372290572,0.491741993,2.368212711,0.96445554,0.712504548,4.159304852,0.0,4346.0,脱口秀,-0.43799956,-0.470608892,-0.359754874,综艺
16813,17912.0,ルイズ,0.0,1.0,0.0,1.0,0.836650855,1.0,1.0,-0.612394402,-0.082606707,-0.494936174,62530212.0,58.0,330.0,BV1Uf4y1n7zK,292562325.0,-0.064720235,-0.244891906,-0.162774998,-0.220972353,-0.144258306,-0.066430356,-0.182281593,0.0,335752.0,PS教程,-0.033322513,-0.486201442,-0.388083211,知识
16848,17913.0,嘟嘟嘟嘟嘟嘟露露,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.778866895,-0.082718438,-0.505910611,62080713.0,33.0,33955.0,BV1RK411K7GS,499643255.0,0.272227014,-0.113623106,-0.153845427,-0.089521419,0.070331471,0.272962709,-0.002468503,0.0,7945544.0,原神,-0.103010668,-0.082280136,0.332244566,游戏
16854,17928.0,月色八云紫,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.732046506,-0.082746371,-0.513011717,62647128.0,9.0,1431.0,BV1cx411F7JX,286190.0,-0.156518331,-0.070061866,0.032045329,-0.306359693,-0.231511403,-0.155451488,-0.144703228,0.0,8099.0,SNL,-0.6259247,-0.508971516,-0.393070595,综艺
16863,17956.0,Asarail,0.0,1.0,0.0,0.0,-0.731780643,1.0,1.0,-0.425112847,-0.082753354,-0.40165346,751298556.0,7.0,12800.0,BV1iV411z7Nj,414096645.0,4.24462143,1.120253231,1.070298883,2.021660249,2.511290181,4.245530722,1.389889495,1.0,360005.0,英语学习,0.189325571,-0.399328661,-0.35202443,知识
17005,17985.0,无名份的浪漫,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.77366463,-0.082739387,-0.487189512,62296585.0,91.0,160.0,BV1xu411f71c,505708334.0,-0.310787426,-0.301010358,-0.160057941,-0.308578425,-0.242164891,-0.310782236,-0.216371413,1.0,404504.0,战地5,-0.650808568,-0.495606473,-0.372223332,游戏
17049,10000043.0,玩游戏不需要脑子,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.601989871,-0.082753354,-0.489448955,108784143.0,26.0,282.0,BV1wW41187eo,17387818.0,0.343550112,0.342501167,-0.057676297,-0.161221928,-0.175552648,0.345292379,0.288243606,2.0,11687.0,综艺,0.0102129,0.870102943,0.185366127,综艺
17077,10000073.0,吃鸡快递公司,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.01413388,-0.082739387,-0.225739691,46083373.0,42.0,796.0,BV11Q4y1N7Ry,710585726.0,0.61927823,0.58057549,1.144584688,1.256854815,1.000220503,0.617919595,0.83906655,2.0,47481.0,职场,-0.507369739,-0.294140821,-0.249633449,知识
17103,10000076.0,--月亮女士--,0.0,1.0,0.0,1.0,-0.731780643,1.0,0.0,-0.690428383,-0.054646133,-0.275124657,1106204376.0,6.0,6248.0,BV1K64y1r7pp,761128481.0,1.998297162,0.339278972,0.054472064,0.599600144,0.995749883,1.99774714,0.074034684,0.0,14379.0,PR,-0.364003591,-0.494368969,-0.390576903,知识
17209,10000079.0,玖拾肆秋,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.503146828,-0.082725421,-0.13600753,1362312179.0,20.0,370.0,BV1dt411B7id,39715823.0,1.310348358,0.345689616,0.669731253,1.479923066,2.62752631,1.307833368,0.869667825,0.0,47988.0,我的世界,0.24446861,-0.079310127,-0.133776534,游戏
17308,10000127.0,Alex_Mercer`,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.700832914,-0.082739387,-0.489771733,194663827.0,7.0,668.0,BV1Ls411376R,28355716.0,-0.075508556,0.055408201,0.11451168,-0.025787633,0.226803183,-0.077557998,-0.01776914,0.0,111037.0,宫本武藏,-0.687581698,-0.507486511,-0.390975894,游戏
17336,10000128.0,catcong,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.815282753,-0.082739387,-0.513011717,71420128.0,11.0,663.0,BV16J411u72U,68455342.0,2.637139354,0.878356998,0.545378166,0.233130874,-0.090610862,2.637586526,1.420490769,1.0,4344.0,健身,0.263759135,-0.046887522,-0.231579122,运动
17345,10000129.0,子是木,1.0,0.0,0.0,1.0,0.836650855,0.0,0.0,1.127763378,-0.082746371,-0.090173117,208789429.0,11.0,284.0,BV1vB4y1A7oU,587721806.0,-0.306225062,-0.206566479,-0.156797472,-0.296393322,-0.242160421,-0.306219903,-0.209945145,1.0,11687.0,综艺,0.010215928,0.870102943,0.185366127,综艺
17389,10000250.0,柃栌,0.0,0.0,1.0,1.0,0.836650855,0.0,0.0,-0.617596667,-0.082711455,-0.499777837,728699750.0,22.0,9.0,BV1Zx41187Fx,11369162.0,-0.035765917,-0.093987228,-0.14347655,-0.181138736,-0.230684338,-0.033047432,-0.190987656,0.0,1833.0,搞笑,3.291260077,2.923369582,4.512719165,搞笑
